Size;Offset 0; Offset 1; Offset 2; Offset 3; Offset 4; Offset 5; Offset 6; Offset 7; Offset 8; Offset 9; Offset 10; Offset 11; Offset 12; Offset 13; Offset 14; Offset 15; Offset 16; Offset 17; Offset 18; Offset 19; Offset 20; Offset 21; Offset 22; Offset 23; Offset 24; Offset 25; Offset 26; Offset 27; Offset 28; Offset 29; Offset 30; Offset 31; Offset 32; Offset 33; Offset 34; Offset 35; Offset 36; Offset 37; Offset 38; Offset 39; Offset 40; Offset 41; Offset 42; Offset 43; Offset 44; Offset 45; Offset 46; Offset 47; Offset 48; Offset 49; Offset 50; Offset 51; Offset 52; Offset 53; Offset 54; Offset 55; Offset 56; Offset 57; Offset 58; Offset 59; Offset 60; Offset 61; Offset 62; Offset 63; 
4096; 102.211372; 67.066841; 66.739906; 66.864815; 66.691246; 66.639091; 66.993637; 66.884323; 66.569611; 66.594131; 66.389931; 66.805084; 66.580711; 66.490913; 66.838531; 66.634865; 102.388466; 66.424683; 66.248199; 66.288025; 66.951355; 66.664009; 66.305099; 66.422707; 66.732414; 66.472794; 66.624069; 66.565598; 66.631348; 66.432098; 66.807823; 66.432655; 102.362068; 65.613754; 65.499130; 65.571548; 65.858421; 65.728638; 66.009712; 65.578804; 65.750465; 65.250435; 65.542526; 66.169289; 65.952850; 65.443893; 65.565147; 65.358109; 102.293457; 65.627777; 65.345345; 65.651802; 66.079636; 65.904587; 65.492157; 65.208969; 65.675156; 65.752029; 65.590324; 65.634583; 65.730629; 65.449165; 65.376656; 65.501190; 
